"","super_pathway","pathway_name","ECs","num_ECs","num_exp_ECs","num_sig_ECs","pvalues_exp","padj_exp","pvalues_sig","padj_sig"
"ec00010","Carbohydrate metabolism","Glycolysis / Gluconeogenesis","1.1.1.1,1.1.1.2,1.1.1.27,1.1.2.7,1.1.2.8,1.2.1.12,1.2.1.3,1.2.1.5,1.2.1.59,1.2.1.9,1.2.4.1,1.2.7.1,1.2.7.6,1.8.1.4,2.3.1.12,2.7.1.1,2.7.1.11,2.7.1.146,2.7.1.147,2.7.1.2,2.7.1.40,2.7.1.41,2.7.1.63,2.7.1.69,2.7.2.3,3.1.3.10,3.1.3.11,3.1.3.13,3.1.3.80,3.1.3.9,3.2.1.86,4.1.1.1,4.1.1.32,4.1.1.49,4.1.2.13,4.2.1.11,5.1.3.15,5.1.3.3,5.3.1.1,5.3.1.9,5.4.2.11,5.4.2.12,5.4.2.2,5.4.2.4,6.2.1.1,6.2.1.13",46,32,6,0.000127751024421589,0.00697867702680748,0.326991265727893,1
"ec00020","Carbohydrate metabolism","Citrate cycle (TCA cycle)","1.1.1.286,1.1.1.37,1.1.1.41,1.1.1.42,1.1.5.4,1.2.4.1,1.2.4.2,1.2.7.1,1.2.7.3,1.3.5.1,1.3.5.4,1.8.1.4,2.3.1.12,2.3.1.61,2.3.3.1,2.3.3.8,2.8.3.18,4.1.1.32,4.1.1.49,4.2.1.2,4.2.1.3,6.2.1.4,6.2.1.5,6.4.1.1",24,20,2,3.72636423710669e-05,0.00532870085906257,0.817696551930782,1
"ec00030","Carbohydrate metabolism","Pentose phosphate pathway","1.1.1.215,1.1.1.359,1.1.1.360,1.1.1.43,1.1.1.44,1.1.1.47,1.1.1.49,1.1.3.4,1.1.3.5,1.1.5.2,1.1.5.9,1.1.99.3,1.2.1.89,1.2.1.9,1.2.7.5,1.2.99.8,2.2.1.1,2.2.1.2,2.7.1.11,2.7.1.12,2.7.1.13,2.7.1.146,2.7.1.15,2.7.1.165,2.7.1.178,2.7.1.45,2.7.1.69,2.7.4.23,2.7.6.1,3.1.1.17,3.1.1.31,3.1.3.11,4.1.2.13,4.1.2.14,4.1.2.4,4.1.2.43,4.1.2.51,4.1.2.55,4.1.2.9,4.2.1.12,4.2.1.140,4.2.1.39,4.3.1.29,4.3.1.9,5.1.3.1,5.3.1.27,5.3.1.6,5.3.1.9,5.4.2.2,5.4.2.7",50,25,6,0.154671076969568,0.789927285951724,0.148774989241539,1
"ec00040","Carbohydrate metabolism","Pentose and glucuronate interconversions","1.1.1.10,1.1.1.11,1.1.1.12,1.1.1.125,1.1.1.127,1.1.1.13,1.1.1.130,1.1.1.137,1.1.1.14,1.1.1.15,1.1.1.175,1.1.1.179,1.1.1.19,1.1.1.2,1.1.1.21,1.1.1.22,1.1.1.250,1.1.1.287,1.1.1.307,1.1.1.372,1.1.1.45,1.1.1.56,1.1.1.57,1.1.1.58,1.1.1.9,1.1.2.2,1.2.1.3,2.4.1.17,2.7.1.16,2.7.1.17,2.7.1.43,2.7.1.47,2.7.1.5,2.7.1.53,2.7.7.40,2.7.7.44,2.7.7.64,2.7.7.9,3.1.1.11,3.1.1.68,3.2.1.15,3.2.1.31,3.2.1.67,4.1.1.34,4.1.1.85,4.1.2.19,4.1.2.28,4.1.2.54,4.2.1.141,4.2.1.146,4.2.1.7,4.2.1.8,4.2.1.82,4.2.2.2,4.2.2.6,4.2.2.9,5.1.3.1,5.1.3.4,5.3.1.12,5.3.1.15,5.3.1.17,5.3.1.4,5.3.1.5",63,30,4,0.214058872896674,0.927588449218919,0.665259543355882,1
"ec00051","Carbohydrate metabolism","Fructose and mannose metabolism","1.1.1.11,1.1.1.122,1.1.1.132,1.1.1.135,1.1.1.138,1.1.1.14,1.1.1.140,1.1.1.15,1.1.1.17,1.1.1.173,1.1.1.187,1.1.1.21,1.1.1.271,1.1.1.281,1.1.1.67,1.1.2.2,1.1.99.21,2.4.1.217,2.4.1.33,2.7.1.1,2.7.1.105,2.7.1.11,2.7.1.28,2.7.1.3,2.7.1.4,2.7.1.5,2.7.1.51,2.7.1.52,2.7.1.55,2.7.1.56,2.7.1.69,2.7.1.7,2.7.1.90,2.7.7.13,2.7.7.22,2.7.7.30,3.1.1.65,3.1.3.11,3.1.3.22,3.1.3.46,3.1.3.54,3.1.3.70,3.2.1.137,3.2.1.77,3.2.1.78,3.2.1.80,3.6.1.21,4.1.2.13,4.1.2.17,4.1.2.19,4.1.2.53,4.2.1.47,4.2.1.68,4.2.1.90,4.2.2.11,4.2.2.3,5.3.1.1,5.3.1.14,5.3.1.25,5.3.1.5,5.3.1.6,5.3.1.7,5.3.1.8,5.4.2.8",64,31,8,0.175253055394318,0.835405748319097,0.0723305148009535,1
"ec00052","Carbohydrate metabolism","Galactose metabolism","1.1.1.120,1.1.1.16,1.1.1.21,1.1.1.251,1.1.1.359,1.1.1.360,1.1.1.48,1.1.3.9,2.4.1.123,2.4.1.22,2.4.1.67,2.4.1.82,2.7.1.1,2.7.1.101,2.7.1.11,2.7.1.144,2.7.1.178,2.7.1.2,2.7.1.58,2.7.1.6,2.7.1.69,2.7.7.10,2.7.7.12,2.7.7.64,2.7.7.9,3.1.1.25,3.1.3.9,3.2.1.10,3.2.1.108,3.2.1.20,3.2.1.22,3.2.1.23,3.2.1.26,3.2.1.85,3.5.1.25,4.1.2.21,4.1.2.40,4.1.2.51,4.1.2.55,4.2.1.140,4.2.1.6,5.1.3.2,5.1.3.3,5.3.1.26,5.4.2.2,5.4.99.9",46,22,2,0.252992751087102,1,0.8576780897831,1
"ec00053","Carbohydrate metabolism","Ascorbate and aldarate metabolism","1.1.1.122,1.1.1.129,1.1.1.130,1.1.1.19,1.1.1.20,1.1.1.22,1.1.1.316,1.1.1.365,1.1.1.46,1.1.3.8,1.10.3.3,1.11.1.11,1.13.99.1,1.2.1.26,1.2.1.3,1.3.2.3,1.3.3.12,1.6.5.4,1.8.5.1,2.4.1.17,2.7.1.43,2.7.1.53,2.7.1.69,2.7.7.44,2.7.7.64,2.7.7.69,3.1.1.15,3.1.1.17,3.1.1.19,3.1.1.25,3.1.3.93,4.1.1.85,4.1.2.18,4.1.2.20,4.2.1.25,4.2.1.40,4.2.1.41,4.2.1.42,4.2.1.43,5.1.3.18,5.1.3.22,5.1.3.4",42,8,2,0.999589614236569,1,0.333608985457842,1
"ec00500","Carbohydrate metabolism","Starch and sucrose metabolism","1.1.1.22,1.1.99.13,2.4.1.1,2.4.1.10,2.4.1.11,2.4.1.12,2.4.1.13,2.4.1.14,2.4.1.15,2.4.1.17,2.4.1.18,2.4.1.20,2.4.1.21,2.4.1.245,2.4.1.25,2.4.1.29,2.4.1.34,2.4.1.35,2.4.1.4,2.4.1.43,2.4.1.5,2.4.1.64,2.4.1.7,2.4.1.8,2.4.2.24,2.4.99.16,2.7.1.1,2.7.1.10,2.7.1.106,2.7.1.175,2.7.1.2,2.7.1.4,2.7.1.41,2.7.1.69,2.7.7.27,2.7.7.33,2.7.7.34,2.7.7.9,3.1.1.11,3.1.2.21,3.1.3.12,3.1.3.24,3.1.3.9,3.1.3.90,3.2.1.1,3.2.1.10,3.2.1.122,3.2.1.15,3.2.1.2,3.2.1.20,3.2.1.21,3.2.1.26,3.2.1.28,3.2.1.3,3.2.1.31,3.2.1.33,3.2.1.37,3.2.1.39,3.2.1.4,3.2.1.48,3.2.1.54,3.2.1.58,3.2.1.64,3.2.1.65,3.2.1.67,3.2.1.74,3.2.1.91,3.2.1.93,3.6.1.21,3.6.1.9,4.1.1.35,5.1.3.6,5.3.1.9,5.4.2.2,5.4.2.6,5.4.99.16",76,38,6,0.0938898233183112,0.559426863938271,0.495528127342839,1
"ec00520","Carbohydrate metabolism","Amino sugar and nucleotide sugar metabolism","1.1.1.132,1.1.1.135,1.1.1.136,1.1.1.187,1.1.1.22,1.1.1.271,1.1.1.281,1.1.1.305,1.1.1.335,1.1.1.336,1.1.1.341,1.1.1.342,1.14.18.2,1.17.1.1,1.3.1.98,1.6.2.2,2.1.2.13,2.3.1.157,2.3.1.201,2.3.1.202,2.3.1.203,2.3.1.227,2.3.1.3,2.3.1.4,2.4.1.16,2.4.1.280,2.4.1.43,2.4.2.24,2.4.2.53,2.5.1.101,2.5.1.56,2.5.1.57,2.5.1.7,2.5.1.97,2.6.1.102,2.6.1.16,2.6.1.34,2.6.1.87,2.6.1.92,2.6.1.98,2.7.1.1,2.7.1.2,2.7.1.4,2.7.1.43,2.7.1.44,2.7.1.46,2.7.1.52,2.7.1.59,2.7.1.6,2.7.1.60,2.7.1.63,2.7.1.69,2.7.1.7,2.7.1.8,2.7.7.10,2.7.7.11,2.7.7.12,2.7.7.13,2.7.7.22,2.7.7.23,2.7.7.27,2.7.7.30,2.7.7.33,2.7.7.34,2.7.7.43,2.7.7.44,2.7.7.64,2.7.7.81,2.7.7.82,2.7.7.9,3.1.3.29,3.13.1.1,3.2.1.132,3.2.1.14,3.2.1.165,3.2.1.183,3.2.1.184,3.2.1.37,3.2.1.52,3.2.1.55,3.5.1.25,3.5.1.33,3.5.1.41,3.5.99.6,3.6.1.57,4.1.1.35,4.1.1.67,4.1.3.3,4.2.1.115,4.2.1.126,4.2.1.135,4.2.1.45,4.2.1.47,4.2.1.76,5.1.3.10,5.1.3.12,5.1.3.14,5.1.3.18,5.1.3.2,5.1.3.23,5.1.3.5,5.1.3.6,5.1.3.7,5.1.3.8,5.1.3.9,5.3.1.8,5.3.1.9,5.4.2.10,5.4.2.2,5.4.2.3,5.4.2.5,5.4.2.8",112,58,13,0.0207042791240439,0.227747070364482,0.0710318703883861,1
"ec00562","Carbohydrate metabolism","Inositol phosphate metabolism","1.1.1.18,1.1.1.369,1.1.1.370,1.1.1.371,1.13.99.1,1.2.1.18,2.1.1.39,2.1.1.40,2.7.1.127,2.7.1.134,2.7.1.137,2.7.1.140,2.7.1.149,2.7.1.150,2.7.1.151,2.7.1.153,2.7.1.154,2.7.1.158,2.7.1.159,2.7.1.64,2.7.1.67,2.7.1.68,2.7.1.92,2.7.7.74,2.7.8.11,2.7.8.34,3.1.3.25,3.1.3.26,3.1.3.36,3.1.3.56,3.1.3.57,3.1.3.62,3.1.3.64,3.1.3.66,3.1.3.67,3.1.3.8,3.1.3.86,3.1.4.11,3.1.4.3,3.7.1.22,4.1.2.29,4.2.1.44,4.6.1.13,5.3.1.1,5.3.1.30,5.3.99.11,5.5.1.4",47,10,1,0.999239699059164,1,0.797566329252385,1
"ec00620","Carbohydrate metabolism","Pyruvate metabolism","1.1.1.27,1.1.1.28,1.1.1.283,1.1.1.37,1.1.1.38,1.1.1.39,1.1.1.40,1.1.1.78,1.1.1.79,1.1.1.82,1.1.2.3,1.1.2.4,1.1.2.5,1.1.5.4,1.1.99.7,1.13.12.4,1.2.1.10,1.2.1.22,1.2.1.23,1.2.1.3,1.2.1.49,1.2.3.3,1.2.3.6,1.2.4.1,1.2.5.1,1.2.7.1,1.2.99.3,1.2.99.6,1.3.5.4,1.8.1.4,2.3.1.12,2.3.1.54,2.3.1.8,2.3.1.9,2.3.3.13,2.3.3.14,2.3.3.6,2.3.3.9,2.7.1.40,2.7.2.1,2.7.2.12,2.7.9.1,2.7.9.2,2.8.3.1,2.8.3.18,3.1.2.1,3.1.2.6,3.6.1.7,4.1.1.3,4.1.1.31,4.1.1.32,4.1.1.38,4.1.1.49,4.1.1.78,4.1.2.36,4.2.1.130,4.2.1.2,4.4.1.5,5.1.2.1,6.2.1.1,6.2.1.13,6.4.1.1,6.4.1.2",63,37,7,0.00496451151070887,0.069782583184045,0.295473662775979,1
"ec00630","Carbohydrate metabolism","Glyoxylate and dicarboxylate metabolism","1.1.1.26,1.1.1.29,1.1.1.36,1.1.1.37,1.1.1.60,1.1.1.77,1.1.1.79,1.1.1.81,1.1.1.92,1.1.1.93,1.1.3.15,1.1.99.14,1.11.1.6,1.2.1.17,1.2.1.2,1.2.1.21,1.2.2.1,1.2.3.4,1.2.3.5,1.3.1.7,1.3.1.85,1.4.7.1,2.1.2.1,2.2.1.5,2.3.1.9,2.3.3.1,2.3.3.12,2.3.3.7,2.3.3.9,2.6.1.4,2.6.1.45,2.7.1.31,2.7.2.6,2.8.3.2,3.1.2.10,3.1.3.18,3.3.2.4,3.5.1.10,3.5.1.27,3.5.1.31,3.5.1.49,3.5.1.56,3.5.1.68,3.5.1.8,3.5.1.9,4.1.1.2,4.1.1.39,4.1.1.40,4.1.1.47,4.1.1.54,4.1.1.8,4.1.3.1,4.1.3.13,4.1.3.16,4.1.3.24,4.1.3.42,4.2.1.148,4.2.1.3,4.2.1.32,4.2.1.55,5.1.2.5,5.1.99.1,5.3.1.22,5.4.99.2,6.2.1.8,6.2.1.9,6.3.1.2,6.4.1.3",68,26,1,0.773948286214692,1,0.984750090105026,1
"ec00640","Carbohydrate metabolism","Propanoate metabolism","1.1.1.202,1.1.1.27,1.1.1.283,1.1.1.59,1.1.1.6,1.1.1.77,1.1.1.80,1.2.1.18,1.2.1.27,1.2.1.75,1.2.1.87,1.2.7.1,1.3.8.7,2.1.3.1,2.3.1.222,2.3.1.54,2.3.1.8,2.3.1.9,2.3.3.5,2.6.1.18,2.6.1.19,2.7.2.1,2.7.2.15,2.8.3.1,2.8.3.3,2.8.3.8,3.1.2.17,3.1.2.4,3.5.99.7,4.1.1.4,4.1.1.41,4.1.1.9,4.1.3.30,4.2.1.17,4.2.1.27,4.2.1.28,4.2.1.54,4.2.1.79,4.2.1.99,4.2.3.3,4.3.1.6,5.1.99.1,5.4.99.2,6.2.1.1,6.2.1.13,6.2.1.17,6.2.1.4,6.2.1.5,6.4.1.2,6.4.1.3",50,31,4,0.0031528263118273,0.0563567703239131,0.691430828791686,1
"ec00650","Carbohydrate metabolism","Butanoate metabolism","1.1.1.157,1.1.1.30,1.1.1.303,1.1.1.304,1.1.1.35,1.1.1.36,1.1.1.4,1.1.1.61,1.1.1.76,1.1.1.83,1.1.99.2,1.2.1.10,1.2.1.16,1.2.1.24,1.2.1.57,1.2.1.76,1.2.1.79,1.2.7.1,1.3.1.44,1.3.1.86,1.3.5.1,1.3.5.4,1.3.8.1,2.2.1.6,2.3.1.19,2.3.1.54,2.3.1.9,2.3.3.10,2.6.1.19,2.6.1.96,2.7.2.7,2.8.3.12,2.8.3.18,2.8.3.5,2.8.3.8,3.1.1.22,3.1.1.75,3.1.2.11,4.1.1.15,4.1.1.5,4.1.1.70,4.1.3.4,4.2.1.120,4.2.1.17,4.2.1.27,4.2.1.31,4.2.1.55,5.1.2.3,5.1.2.4,5.2.1.1,5.3.3.3,6.2.1.16,6.2.1.2",53,29,4,0.0401740421056216,0.359055501318993,0.637632286210557,1
"ec00660","Carbohydrate metabolism","C5-Branched dibasic acid metabolism","1.1.1.85,2.2.1.6,2.3.3.11,2.8.3.11,2.8.3.22,3.5.1.67,4.1.1.5,4.1.1.6,4.1.3.17,4.1.3.22,4.1.3.24,4.1.3.25,4.2.1.148,4.2.1.34,4.2.1.35,4.2.1.56,4.3.1.2,5.4.99.1,6.2.1.5,6.3.1.7",20,5,0,0.96533824015476,1,1,1
"ec00190","Energy metabolism","Oxidative phosphorylation","1.10.2.2,1.3.5.1,1.6.5.3,1.6.99.3,1.6.99.5,1.9.3.1,2.7.4.1,3.6.1.1,3.6.3.10,3.6.3.14,3.6.3.6",11,8,1,0.0393673049122746,0.359055501318993,0.721051913928963,1
"ec00680","Energy metabolism","Methane metabolism","1.1.1.244,1.1.1.284,1.1.1.29,1.1.1.337,1.1.1.37,1.1.1.95,1.1.2.7,1.1.3.13,1.12.98.1,1.12.98.2,1.14.13.148,1.14.13.25,1.14.18.3,1.2.1.2,1.2.1.43,1.2.1.46,1.2.7.1,1.2.7.4,1.2.99.2,1.2.99.4,1.2.99.5,1.4.9.1,1.5.8.1,1.5.8.2,1.5.98.1,1.5.98.2,1.5.99.5,1.6.6.9,1.8.98.1,2.1.1.21,2.1.1.246,2.1.1.247,2.1.1.248,2.1.1.249,2.1.1.250,2.1.1.86,2.1.1.90,2.1.2.1,2.2.1.3,2.3.1.101,2.3.1.8,2.5.1.77,2.6.1.45,2.6.1.52,2.7.1.11,2.7.1.165,2.7.1.29,2.7.2.1,2.7.7.68,2.7.8.28,2.7.9.2,2.8.4.1,3.1.2.12,3.1.3.11,3.1.3.3,3.1.3.71,3.5.4.27,4.1.1.31,4.1.1.79,4.1.2.13,4.1.2.32,4.1.2.43,4.1.3.24,4.2.1.11,4.2.1.114,4.2.1.147,4.4.1.19,4.4.1.22,5.3.1.27,5.4.2.11,5.4.2.12,6.2.1.1,6.2.1.9,6.3.2.31,6.3.2.32,6.3.2.34",76,24,4,0.977344299648795,1,0.479713299089993,1
"ec00710","Energy metabolism","Carbon fixation in photosynthetic organisms","1.1.1.37,1.1.1.39,1.1.1.40,1.1.1.82,1.2.1.12,1.2.1.13,1.2.1.59,2.2.1.1,2.6.1.1,2.6.1.2,2.7.1.14,2.7.1.19,2.7.2.3,2.7.9.1,3.1.3.11,3.1.3.37,4.1.1.31,4.1.1.39,4.1.1.49,4.1.2.13,4.1.2.22,4.1.2.9,5.1.3.1,5.3.1.1,5.3.1.6",25,18,1,0.00223156815937044,0.0537243254885026,0.944177754453542,1
"ec00720","Energy metabolism","Carbon fixation pathways in prokaryotes","1.1.1.298,1.1.1.35,1.1.1.37,1.1.1.42,1.2.1.43,1.2.1.75,1.2.1.76,1.2.7.1,1.2.7.3,1.2.7.4,1.2.99.2,1.3.1.6,1.3.1.84,1.3.4.1,1.3.5.1,1.3.5.4,1.5.1.20,1.5.1.5,2.1.1.258,2.3.1.169,2.3.1.8,2.3.1.9,2.3.3.8,2.7.2.1,2.7.9.1,2.7.9.2,2.8.3.22,3.5.4.9,4.1.1.31,4.1.3.24,4.1.3.25,4.1.3.34,4.2.1.116,4.2.1.120,4.2.1.148,4.2.1.153,4.2.1.17,4.2.1.2,4.2.1.3,5.1.99.1,5.4.1.3,5.4.99.2,6.2.1.1,6.2.1.18,6.2.1.36,6.2.1.40,6.2.1.5,6.3.4.3,6.4.1.1,6.4.1.2,6.4.1.3",51,33,5,0.000800844186496205,0.0286301796672393,0.547712849164589,1
"ec00910","Energy metabolism","Nitrogen metabolism","1.13.12.16,1.14.99.39,1.18.6.1,1.19.6.1,1.4.1.13,1.4.1.14,1.4.1.2,1.4.1.3,1.4.1.4,1.4.7.1,1.7.1.1,1.7.1.10,1.7.1.14,1.7.1.15,1.7.1.2,1.7.1.3,1.7.1.4,1.7.2.1,1.7.2.2,1.7.2.4,1.7.2.5,1.7.2.6,1.7.3.1,1.7.7.1,1.7.7.2,1.7.99.1,1.7.99.4,1.7.99.8,1.9.6.1,2.7.2.2,3.5.1.49,3.5.5.1,4.2.1.1,4.2.1.104,6.3.1.2,6.3.4.16",36,13,4,0.811573026599448,1,0.11046016607132,1
"ec00920","Energy metabolism","Sulfur metabolism","1.12.98.4,1.13.11.18,1.13.11.55,1.14.11.17,1.14.13.111,1.14.13.131,1.14.14.5,1.8.1.17,1.8.1.2,1.8.2.1,1.8.2.3,1.8.2.4,1.8.3.1,1.8.3.4,1.8.4.8,1.8.4.9,1.8.5.2,1.8.5.3,1.8.7.1,1.8.99.1,1.8.99.2,1.8.99.3,2.1.1.251,2.1.1.269,2.3.1.30,2.3.1.46,2.5.1.47,2.5.1.48,2.5.1.65,2.7.1.25,2.7.7.4,2.7.7.5,2.8.1.1,2.8.1.5,3.1.3.7,3.12.1.1,3.6.2.1,3.6.2.2,3.6.3.25,3.6.3.36,4.4.1.2,4.4.1.3",42,13,5,0.948831155744001,1,0.0308642546624082,1
"ec00510","Glycan biosynthesis and metabolism","N-Glycan biosynthesis","2.4.1.101,2.4.1.117,2.4.1.131,2.4.1.132,2.4.1.141,2.4.1.142,2.4.1.143,2.4.1.144,2.4.1.145,2.4.1.155,2.4.1.160,2.4.1.201,2.4.1.256,2.4.1.257,2.4.1.258,2.4.1.259,2.4.1.260,2.4.1.261,2.4.1.265,2.4.1.267,2.4.1.38,2.4.1.68,2.4.1.83,2.4.99.1,2.4.99.18,2.7.1.108,2.7.8.15,3.1.3.51,3.1.4.48,3.2.1.106,3.2.1.113,3.2.1.114,3.2.1.84,3.6.1.43",34,1,0,0.999999991984476,1,1,1
"ec00511","Glycan biosynthesis and metabolism","Other glycan degradation","3.2.1.18,3.2.1.23,3.2.1.24,3.2.1.25,3.2.1.45,3.2.1.51,3.2.1.52,3.2.1.96,3.5.1.26",9,8,0,0.00536789101415731,0.069782583184045,1,1
"ec00512","Glycan biosynthesis and metabolism","Mucin type O-Glycan biosynthesis","2.4.1.102,2.4.1.122,2.4.1.147,2.4.1.148,2.4.1.41,2.4.99.3,2.4.99.4",7,0,0,1,1,1,1
"ec00513","Glycan biosynthesis and metabolism","Various types of N-glycan biosynthesis","2.4.1.101,2.4.1.131,2.4.1.132,2.4.1.141,2.4.1.142,2.4.1.143,2.4.1.145,2.4.1.214,2.4.1.232,2.4.1.244,2.4.1.257,2.4.1.258,2.4.1.260,2.4.1.261,2.4.1.38,2.4.1.68,2.4.2.38,2.4.99.18,2.4.99.6,3.2.1.113,3.2.1.114,3.2.1.52",22,1,0,0.999994030888419,1,1,1
"ec00514","Glycan biosynthesis and metabolism","Other types of O-glycan biosynthesis","2.4.1.109,2.4.1.135,2.4.1.152,2.4.1.221,2.4.1.222,2.4.1.255,2.4.1.50,2.4.1.62,2.4.1.66,2.4.99.1,2.4.99.6",11,0,0,1,1,1,1
"ec00531","Glycan biosynthesis and metabolism","Glycosaminoglycan degradation","2.3.1.78,3.1.6.12,3.1.6.13,3.1.6.14,3.1.6.18,3.1.6.4,3.10.1.1,3.2.1.103,3.2.1.166,3.2.1.23,3.2.1.31,3.2.1.35,3.2.1.50,3.2.1.52,3.2.1.76",15,7,0,0.451800578390918,1,1,1
"ec00532","Glycan biosynthesis and metabolism","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","2.4.1.133,2.4.1.134,2.4.1.135,2.4.1.174,2.4.1.175,2.4.1.226,2.4.2.26,2.8.2.17,2.8.2.33,2.8.2.35,2.8.2.5,5.1.3.19",12,0,0,1,1,1,1
"ec00533","Glycan biosynthesis and metabolism","Glycosaminoglycan biosynthesis - keratan sulfate","2.4.1.149,2.4.1.38,2.4.1.68,2.4.99.4,2.4.99.6,2.8.2.21",6,0,0,1,1,1,1
"ec00534","Glycan biosynthesis and metabolism","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","2.4.1.133,2.4.1.134,2.4.1.135,2.4.1.223,2.4.1.224,2.4.1.225,2.4.2.26,2.8.2.23,2.8.2.29,2.8.2.30,5.1.3.17",11,0,0,1,1,1,1
"ec00540","Glycan biosynthesis and metabolism","Lipopolysaccharide biosynthesis","2.3.1.129,2.3.1.191,2.4.1.182,2.4.1.44,2.4.1.56,2.4.1.58,2.4.99.12,2.4.99.13,2.5.1.55,2.7.1.130,2.7.1.166,2.7.1.167,2.7.1.168,2.7.7.38,2.7.7.70,2.7.7.71,3.1.3.45,3.1.3.82,3.1.3.83,3.5.1.108,3.6.1.54,5.1.3.20,5.3.1.28",23,13,2,0.114095127448202,0.627523200965113,0.59145656399923,1
"ec00550","Glycan biosynthesis and metabolism","Peptidoglycan biosynthesis","1.3.1.98,2.3.2.10,2.3.2.16,2.3.2.17,2.3.2.18,2.4.1.129,2.4.1.227,2.5.1.7,2.7.1.66,2.7.8.13,3.4.16.4,3.6.1.27,6.3.2.10,6.3.2.13,6.3.2.4,6.3.2.7,6.3.2.8,6.3.2.9",18,12,2,0.0300452453349429,0.306890720206917,0.546094947828422,1
"ec00563","Glycan biosynthesis and metabolism","Glycosylphosphatidylinositol(GPI)-anchor biosynthesis","2.4.1.198,3.1.4.50,3.5.1.89",3,0,0,1,1,1,1
"ec00601","Glycan biosynthesis and metabolism","Glycosphingolipid biosynthesis - lacto and neolacto series","2.4.1.149,2.4.1.150,2.4.1.152,2.4.1.163,2.4.1.206,2.4.1.275,2.4.1.37,2.4.1.40,2.4.1.65,2.4.1.69,2.4.1.86,2.4.1.87,2.4.99.10,2.4.99.4,2.4.99.6,2.4.99.8",16,0,0,1,1,1,1
"ec00603","Glycan biosynthesis and metabolism","Glycosphingolipid biosynthesis - globo series","2.4.1.152,2.4.1.179,2.4.1.228,2.4.1.69,2.4.1.79,2.4.1.88,2.4.99.4,2.4.99.8,3.2.1.22,3.2.1.47,3.2.1.49,3.2.1.52",12,2,0,0.986024357627669,1,1,1
"ec00604","Glycan biosynthesis and metabolism","Glycosphingolipid biosynthesis - ganglio series","2.4.1.62,2.4.1.92,2.4.99.4,2.4.99.7,2.4.99.8,2.4.99.9,3.2.1.23,3.2.1.52",8,2,0,0.912996363507398,1,1,1
"ec00061","Lipid metabolism","Fatty acid biosynthesis","1.1.1.100,1.14.19.2,1.3.1.10,1.3.1.104,1.3.1.9,2.3.1.179,2.3.1.180,2.3.1.39,2.3.1.41,2.3.1.85,2.3.1.86,3.1.2.14,3.1.2.21,4.2.1.59,5.3.3.14,6.2.1.3,6.4.1.2",17,11,1,0.04945637093901,0.383333048900963,0.827587561285379,1
"ec00062","Lipid metabolism","Fatty acid elongation","1.1.1.211,1.1.1.330,1.1.1.35,1.3.1.38,1.3.1.8,1.3.1.93,2.3.1.16,2.3.1.199,3.1.2.2,3.1.2.22,4.2.1.134,4.2.1.17,4.2.1.74",13,5,1,0.699903058206992,1,0.549269615947415,1
"ec00071","Lipid metabolism","Fatty acid degradation","1.1.1.1,1.1.1.192,1.1.1.211,1.1.1.35,1.1.99.20,1.14.14.1,1.14.15.3,1.18.1.1,1.18.1.3,1.18.1.4,1.2.1.3,1.2.1.48,1.2.99.3,1.3.3.6,1.3.8.1,1.3.8.6,1.3.8.7,1.3.8.8,1.3.8.9,2.3.1.16,2.3.1.21,2.3.1.9,4.2.1.17,4.2.1.74,5.1.2.3,5.3.3.8,6.2.1.20,6.2.1.3,6.2.1.6",29,14,2,0.305234787183288,1,0.633373987690845,1
"ec00072","Lipid metabolism","Synthesis and degradation of ketone bodies","1.1.1.30,2.3.1.9,2.3.3.10,2.8.3.5,4.1.1.4,4.1.3.4",6,3,0,0.496417806666933,1,1,1
"ec00100","Lipid metabolism","Steroid biosynthesis","1.1.1.170,1.1.1.270,1.14.13.126,1.14.13.13,1.14.13.132,1.14.13.159,1.14.13.70,1.14.13.72,1.14.21.6,1.3.1.21,1.3.1.70,1.3.1.71,1.3.1.72,2.1.1.143,2.1.1.41,2.3.1.26,2.3.1.73,2.5.1.21,3.1.1.13,5.3.3.5,5.4.99.7,5.4.99.8,5.5.1.9",23,0,0,1,1,1,1
"ec00561","Lipid metabolism","Glycerolipid metabolism","1.1.1.156,1.1.1.2,1.1.1.202,1.1.1.21,1.1.1.6,1.1.1.72,1.2.1.3,2.3.1.134,2.3.1.141,2.3.1.15,2.3.1.158,2.3.1.20,2.3.1.22,2.3.1.51,2.4.1.157,2.4.1.184,2.4.1.241,2.4.1.46,2.4.99.5,2.7.1.107,2.7.1.29,2.7.1.30,2.7.1.31,2.7.1.94,2.7.8.20,3.1.1.23,3.1.1.26,3.1.1.3,3.1.1.34,3.1.3.21,3.1.3.4,3.1.3.81,3.13.1.1,3.2.1.22,4.2.1.30",35,12,1,0.864555355124859,1,0.853177798872375,1
