"enzyme","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","KO1","KO2","KO3","KO4","WT1","WT2","WT3","WT4"
"3.6.3.30",368.866959380931,-3.5788532208548,0.67077309336367,-5.33541559174389,9.53259665252564e-08,3.19902728839169e-06,645.856051519926,268.856437569486,1268.47101355151,540.469997746355,69.552067819515,13.4594547274856,66.8482511933958,77.4224009197735
"2.6.1.13",61.4844881554536,-8.64076342794421,1.6286632656301,-5.30543274984548,1.12406004135419e-07,3.66443573481464e-06,71.0103512142327,390.8905652606,13.231616970287,16.106721787143,0,0,0.636650011365674,0
"1.2.7.5",534.08178445306,2.99767591673769,0.578414064005089,5.18257785085826,2.18839974288021e-07,6.93601140729533e-06,138.639257132549,146.822309878372,29.9916651326505,160.172399994367,818.259621406059,1250.38334418341,1134.51032025363,593.875357643439
"1.1.1.100",16013.3140759573,3.20816777322209,0.629278322062461,5.09816985703132,3.42953021971399e-07,1.05759296775504e-05,3438.92986594641,4212.08418858861,2236.1432679785,2620.92156191899,22601.694509271,68149.2571216777,13794.2957962601,11053.1862960171
"2.6.1.98",176.05962749074,3.13813684050328,0.617426304617283,5.08260956333643,3.72284439333072e-07,1.1178330138922e-05,32.1237303112005,22.245804527026,73.2149472355879,16.106721787143,280.935803349414,397.053914460824,411.912557353591,174.883540901135
"3.2.2.23",20.9055545561666,-7.80270719991392,1.55196673555354,-5.02762528420489,4.96591043645452e-07,1.45284713025503e-05,71.0103512142327,50.211958789573,35.2843119207653,10.737814524762,0,0,0,0
"1.1.1.130",44.3577372938646,-4.15233198767886,0.826766149952217,-5.02237783673031,5.10356584778947e-07,1.45579215808194e-05,69.3196285662747,88.3476236930462,71.4507316395497,106.483327370557,5.45506414270706,8.07567283649134,5.72985010229107,0
"1.1.1.244",185.303966003222,5.51293803901925,1.10078124374835,5.00820491839661,5.49400245734079e-07,1.52894068385996e-05,28.7422850152847,3.81356649034732,0.882107798019132,0,394.128384310585,619.134917464336,197.998153534725,237.732313412481
"5.4.2.6",16.9260606739722,-7.49684736025184,1.51350248900227,-4.95331022890747,7.29615119725052e-07,1.98212107525306e-05,55.7938473826114,34.3220984131259,23.8169105465166,21.475629049524,0,0,0,0
"1.12.-.-",18.8541333904874,-7.6511821207244,1.55585505816799,-4.917670242197,8.75802818435166e-07,2.2936865784994e-05,67.6289059183168,12.0762938860998,31.7558807286887,39.3719865907941,0,0,0,0
"1.12.98.4",249.448698358035,-2.40694715361539,0.489641508327762,-4.91573347577428,8.84506656038332e-07,2.2936865784994e-05,341.5259748875,474.153433633183,384.598999936341,480.5171999831,54.5506414270706,40.3783641824567,132.42320236406,87.4417704505677
"1.7.2.2",308.212056171161,-3.26431066868131,0.671741465322055,-4.85947471936437,1.17697609482991e-06,2.98428827600205e-05,674.59833653521,699.789450978733,206.413224736477,653.217050256356,47.7318112486868,16.1513456729827,50.2953508978883,117.49987904295
"2.4.1.129",158.854853179958,4.24432144712239,0.879293237004625,4.82696928453694,1.38626492091232e-06,3.43853972774121e-05,6.76289059183168,17.1610492065629,10.5852935762296,28.634172066032,60.0057055697777,616.443026518839,464.754508296942,66.4921796134525
"2.6.1.83",4153.79993379551,3.2937988196535,0.698472847151029,4.71571491016213,2.40863501268192e-06,5.84734584993632e-05,497.072458499629,640.67917037835,1037.3587704705,899.291966448819,16149.7173944842,3926.12294400754,8741.20465605071,1338.95211002432
"2.5.1.101",29.8636429366501,-8.32375319460683,1.77289560277371,-4.69500470393422,2.6660058914689e-06,6.3373181711792e-05,1.69072264795792,139.195176897677,28.2274495366122,69.7957944109531,0,0,0,0
"2.8.3.8",1313.03157999234,-2.22987445171733,0.478778187817083,-4.65742698489275,3.20185925509338e-06,7.45575797971744e-05,2294.3106332789,2299.58059367943,1993.56362352324,2072.39820327907,470.499282308484,158.82156578433,611.184010911047,603.894727174233
"2.1.1.170",15.8866122479109,-7.40247466453585,1.60261955726299,-4.61898435657309,3.85622925508293e-06,8.62736780401886e-05,65.9381832703589,18.4322380366787,15.8779403643444,26.844536311905,0,0,0,0
"2.7.7.4",2521.77569828905,1.89479106276764,0.410168625725038,4.61954168098132,3.84588618992453e-06,8.62736780401886e-05,720.247848030074,887.925397835868,905.042600767629,1761.00158206097,3945.37514121288,4926.16043025972,3890.56821945563,3137.88436668964
"3.5.1.24",1737.24126795551,3.04981368860036,0.672805127986308,4.53298222878948,5.81567096803832e-06,0.000127609241817918,334.763084295668,358.475250092648,535.439433397613,268.44536311905,2982.55632002508,7110.62993253063,1547.05952761859,760.561232564834
"3.2.1.136",50.5720183720912,-9.07852301650355,2.04622757002795,-4.43671229411671,9.13432472950694e-06,0.000196646500308819,275.587791617141,21.6102101119681,0,107.37814524762,0,0,0,0
"2.6.1.82",749.078439261814,-4.44844287126636,1.00488907609531,-4.42679990964935,9.56413736214969e-06,0.00019841237691296,4473.65212649666,193.220702177598,845.059270502328,218.335562003494,81.8259621406059,21.5351275639769,24.1927004318956,134.806062777959
"4.1.1.35",371.305947509898,-4.44433364357418,1.00382082122131,-4.42741727369924,9.53681302262634e-06,0.00019841237691296,182.598045979455,274.576787305007,1870.06853180056,513.62546143445,2.72753207135353,29.6108004004683,87.2210515570974,10.0193695307942
"3.1.1.72",811.698551056488,4.91768920987343,1.11517787480999,4.409780108587,1.03475635673635e-05,0.000210831607685031,20.2886717754951,55.932308525094,12.3495091722678,119.010777649446,70.9158338551918,279.9566583317,657.659461740741,5277.47518740197
"2.1.1.223",227.096396712909,6.14899319966272,1.39878295413517,4.39595948855731,1.10284503041577e-05,0.000220762487667438,3.38144529591584,12.7118883011577,7.93897018217219,0.894817877063501,21.8202565708282,1401.12923713125,367.98370656936,0.910851775526747
"1.1.1.25",454.799620693846,4.14250637232007,0.95141362947199,4.35405405598305,1.33642729566122e-05,0.000262907507646457,11.8350585357054,22.8813989420839,156.133080249386,3.579271508254,983.275311722947,1215.38876189195,437.378557808218,807.925524892225
"1.4.1.14",35.5782827132364,2.92211468605775,0.684479787121282,4.26910296116602,1.96260664718663e-05,0.000379548166854228,5.07216794387376,6.35594415057887,7.05686238415305,14.317086033016,88.6447923189897,40.3783641824567,49.0220508751569,73.7789938176665
"4.2.1.126",687.727445946559,-2.2158332284408,0.527334946292536,-4.20194649343716,2.64629690036522e-05,0.000503237460552786,990.763471703342,984.535748924666,1333.74699060493,1218.74194856049,249.569184528848,92.8702376196504,178.898653193754,452.693332436793
"1.2.1.9",33.5432920517461,-8.48665402393083,2.04090774655421,-4.15827419845868,3.20660983278596e-05,0.000599793740853899,113.278417413181,0,105.852935762296,49.2149832384926,0,0,0,0
"1.4.1.1",3880.59734172517,2.41869425324342,0.583902275094666,4.14229290826325,3.43850807243636e-05,0.00063279640494353,843.670601331002,2234.11436892847,475.456103132312,1336.85790833287,5122.30523000193,10911.5799475726,6525.66261649816,3595.13195800407
"3.1.3.18",572.842376695532,-4.21675485564679,1.02134925738569,-4.12861205425483,3.64959571307664e-05,0.00065188681340625,62.5567379744431,3392.16739316394,799.189665005333,94.8506949687311,42.2767471059797,80.7567283649134,61.7550511024704,49.1859958784443
"3.2.1.68",3866.3555045263,1.61824035341288,0.391998792494399,4.12817688318772,3.65650798054339e-05,0.00065188681340625,2716.99129526838,1867.37639144007,1341.6859607871,1675.09906586287,5633.71749338072,7517.10546530069,3793.79741772805,6385.0709464425
"1.1.1.369",25.1475807288632,-8.06714630642857,1.97115836344505,-4.09259167402937,4.26578510634825e-05,0.000748809354822054,162.30937420396,0.635594415057887,16.7600481623635,21.475629049524,0,0,0,0
"3.6.1.55",350.891496666066,1.93205715353163,0.472772220544773,4.08665541157501,4.37636370401477e-05,0.000756580452466796,160.618651556002,106.779861729725,203.766901342419,111.852234632938,780.074172407109,660.859227119542,285.855855103188,497.325069437604
"3.6.3.34",191.172129202944,5.33266332949427,1.33545623420506,3.99313971728065,6.52041214386712e-05,0.00111041645614215,25.3608397193688,1.90678324517366,8.82107798019132,1.789635754127,2.72753207135353,837.178084049602,20.3728003637016,631.220280440036
"3.5.3.1",11.1290405791544,-6.88736524626756,1.73297542126614,-3.97430059408203,7.05863708891186e-05,0.00118439778212477,49.0309567907797,13.3474827162156,13.231616970287,13.4222681559525,0,0,0,0
"1.3.-.-",17.0194848768418,7.58817151495294,1.92714912172861,3.93751133702954,8.2331043290295e-05,0.00136144522310473,0,0,0,0,90.0085583546665,24.227018509474,21.0094503750672,0.910851775526747
"1.1.1.175",23.7070988433752,-7.98693752988918,2.08895394885102,-3.82341484084999,0.000131616062644733,0.00214534182110915,54.1031247346535,36.2288816582995,0,99.3247843540486,0,0,0,0
"2.1.1.166",9.65412472302475,-6.68745112358733,1.75208241987169,-3.8168587548964,0.00013516149269809,0.00217210229814817,30.4330076632426,22.8813989420839,16.7600481623635,7.15854301650801,0,0,0,0
"1.6.5.2",46.9870802188446,-6.89870031800665,1.81684509070148,-3.79707678619044,0.000146412447176137,0.00223034398409549,312.783689872215,24.1525877721997,0,35.79271508254,0,1.34594547274856,0,1.82170355105349
"2.7.1.49",391.685007771205,1.90539215500437,0.501805482236984,3.79707321352962,0.000146414556537639,0.00223034398409549,221.484666882488,93.4323790135093,94.3855343880471,252.338641331907,413.22110881006,596.253844427611,679.94221213854,782.421675177476
"2.7.4.7",391.685007771205,1.90539215500437,0.501805482236984,3.79707321352962,0.000146414556537639,0.00223034398409549,221.484666882488,93.4323790135093,94.3855343880471,252.338641331907,413.22110881006,596.253844427611,679.94221213854,782.421675177476
"4.2.99.18",469.352032613956,-1.87461942558996,0.493742972937502,-3.79675160628008,0.000146604556360352,0.00223034398409549,874.103608994245,395.975320581063,1116.74847229222,563.735262550006,208.656203458545,149.39994747509,141.972952534545,304.224493025933
"2.3.1.183",33.7808883010992,4.10983317678983,1.09107644476047,3.76676922733136,0.000165373733256151,0.00248278196901669,6.76289059183168,3.17797207528943,4.41053899009566,0.894817877063501,5.45506414270706,145.362111056844,73.2147513070525,30.9689603679094
"2.7.7.53",39.0573781844705,-3.79698001537915,1.01034051558985,-3.75811912596857,0.000171195378384334,0.0025368042433315,142.020702428465,52.7543364498046,22.0526949504783,75.1647016733341,1.36376603567676,1.34594547274856,3.18325005682837,14.573628408428
"2.5.1.3",385.074347575369,2.18837376644255,0.591072085189913,3.70238050700604,0.000213585964397902,0.00312437929971803,199.505272459035,80.0848962972937,42.3411743049183,233.547465913574,512.776029414464,561.259262136148,672.302412002152,778.778268075369
"3.2.1.41",1994.18414415522,2.64002610274507,0.720790672656377,3.662680723955,0.00024958954727635,0.0036048313093964,507.216794387376,687.077562677576,518.679385235249,492.149832384926,2670.25389785511,8482.14836926141,2070.38583696117,525.561474478933
"1.11.1.-",1804.53721061446,-1.32729599108398,0.364122972407153,-3.64518608180488,0.000267198394238793,0.00381091709783078,3146.43484784969,2506.14877857325,2778.63956376027,1890.75017423518,875.537794904483,1488.6156928599,817.458614593526,932.712218139389
"1.8.5.3",72.1981454347399,-3.38005523781804,0.937640909239054,-3.60485043315904,0.00031233274984707,0.00439965021698157,355.051756071163,30.5085319227786,68.8044082454923,72.4802480421436,4.09129810703029,28.2648549277197,10.1864001818508,8.19766597974072
"3.1.3.-",9424.69322305669,-2.71364260345561,0.76347120211029,-3.5543483447115,0.00037891697283232,0.00520896706026117,18182.0313561395,28325.2651070547,2618.9780523188,16298.2128128346,1219.20683589503,1434.77787394996,1460.47512607286,5858.59862018804
"4.1.2.17",2143.76848702377,3.61200550379573,1.0160695147463,3.5548803023557,0.000378151199328582,0.00520896706026117,224.866112178403,312.076857793422,446.346545797681,313.186256972225,1616.06275227697,353.983659332871,13565.7384421798,317.887269658835
"1.6.99.-",35.0547636687548,-6.13344331327714,1.72758217795653,-3.55030480838375,0.000384785357586874,0.00522666777388837,165.690819499876,0,76.7433784276645,34.003079328413,2.72753207135353,0,1.27330002273135,0
"2.4.1.211",4073.79251158707,1.94281883665246,0.548564330359639,3.54164266455083,0.000397643760079116,0.00533778270882672,1225.77391976949,1395.76533546712,1412.25458462863,2693.40180996114,4331.32092930941,3346.02044525291,12985.7502818257,5200.0527864822
"2.4.1.250",199.975285813596,-1.91357045992137,0.541172605093543,-3.53597067166879,0.000406279795291001,0.00539029356310502,196.123827163119,603.179099889934,248.754399041395,215.651108372304,117.283879068202,61.9134917464336,90.4043016139257,66.4921796134525
"2.6.1.9",517.26877833418,1.94811275246427,0.555076844639673,3.50962712870662,0.000448735486703662,0.00588514011872274,77.7732418060643,169.703708820456,389.891646724456,212.966654741113,690.065614052443,1218.08065283744,611.820660922413,767.848046769048
"4.2.1.75",12.9950981515851,-4.02692351638511,1.15776510601137,-3.47818697892729,0.000504817656741521,0.00654541984479631,5.07216794387376,41.9492313938205,21.1705871524592,29.5289899430955,1.36376603567676,2.69189094549711,1.27330002273135,0.910851775526747
"3.4.19.12",20.7085940738545,-5.21609525724838,1.50880773059265,-3.45709738324283,0.000546027489900474,0.00700019512333079,1.69072264795792,33.686503998068,91.7392109939897,34.003079328413,2.72753207135353,0,0,1.82170355105349
"2.1.3.3",11550.1377904849,2.31078968341011,0.673061348636781,3.43325268653501,0.000596386005032445,0.007560849241578,6177.90055563824,1094.49358272968,5499.94212064929,2728.29970716662,32958.1337842004,13855.1626964736,6431.43841481604,23655.7314622051
"3.2.1.184",42.8527549864542,-8.84182658529959,2.58404469005098,-3.42170033643078,0.000622308599442884,0.00780279243916847,0,0,54.6906834771862,288.131356414447,0,0,0,0
"5.3.1.6",207.896998256794,-1.5872808166268,0.465677020033738,-3.40854443818552,0.000653104468379058,0.00809991520022289,300.94863133651,273.941192889949,247.872291243376,425.038491605163,91.3723243903432,95.5621285651476,61.7550511024704,166.685874921395
"4.2.1.82",15.7813816179043,-7.40013032264962,2.17429748318189,-3.40345807318886,0.000665386243991828,0.00816350219779221,38.8866209030322,47.6695811293415,39.6948509108609,0,0,0,0,0
"2.3.3.-",62.6803726465008,2.63399848354573,0.775681370557634,3.39572224308051,0.000684477805378516,0.00830839548869029,15.2165038316213,24.7881821872576,22.9348027484974,6.26372513944451,66.8245357481615,219.389112058015,111.413751988993,34.6123674700164
"2.7.1.69",30463.3938054148,1.74022559531019,0.513573755461246,3.38846285816781,0.000702855472097435,0.00844166414382288,9716.58305781417,11769.3017836269,6991.58640709964,27664.1894872952,57835.9538070159,49868.6257108068,32557.6449312292,47303.2652584305
"5.4.2.7",991.51028009285,1.85500957488184,0.54833011419747,3.38301604608533,0.00071694443249474,0.00852118330704685,639.093160928094,168.43251999034,319.323022882926,592.369434616038,1974.73321965996,1115.78879690855,958.15826710534,2164.18381865155
"2.3.1.40",97.1191021256252,10.1038957432839,3.0349568618438,3.32917277023356,0.000871043530931151,0.0101414353958413,0,0,0,0,135.012837532,39.0324187097082,602.907560763293,0
"6.2.1.20",97.1191021256252,10.1038957432839,3.0349568618438,3.32917277023356,0.000871043530931151,0.0101414353958413,0,0,0,0,135.012837532,39.0324187097082,602.907560763293,0
"3.2.1.78",248.754143141871,-4.54801305232249,1.39448766792584,-3.26142221041452,0.00110854844101846,0.0127763007192128,86.226855045854,1578.81652700379,36.1664197187844,207.597747478732,1.36376603567676,0,13.3696502386792,66.4921796134525
"4.2.1.24",426.204531912006,-2.08313900331348,0.647432397145687,-3.2175390241473,0.00129295436777088,0.0147526093362657,152.165038316213,422.034691598437,1128.21587366647,1055.88509493493,122.738943210909,222.081003003512,174.442103114195,132.073507451378
"6.1.1.12",5932.9479571532,1.59975047790232,0.503271780853162,3.17870093012243,0.00147936644006982,0.0167124466150462,2559.75408900829,3092.16682925662,3622.81672646457,2499.22633063836,14300.4506501066,12288.4821661943,4594.70313202607,4505.98373353082
"1.12.99.6",564.630591419372,-2.72290851838375,0.866021557222815,-3.14415789731108,0.00166565538861499,0.0186324784157814,1190.26874416238,2028.81737286477,205.531116938458,499.308375401434,87.281026283313,60.5675462736851,397.906257103546,47.3642923273908
"2.1.1.198",1092.0099200877,-1.08284840175299,0.346384340896556,-3.12614709703741,0.00177112936586608,0.0196199864704194,1658.59891764672,1327.12113864087,1680.41535522645,1267.95693179898,658.698995231877,944.853721869487,717.504562809115,480.929737478122
"2.7.4.-",736.494459280377,-1.60350524537061,0.521352836607538,-3.07566226320869,0.00210035608769159,0.0228510290176958,1148.00067796343,803.391340633169,1474.00213048997,1008.45974745057,365.489297561373,141.324274638598,310.048555535083,641.23964997083
"4.1.2.19",46.125048719519,2.95524473719075,0.960959066890087,3.07530761612426,0.0021028554310763,0.0228510290176958,8.4536132397896,12.0762938860998,3.52843119207653,17.89635754127,115.920113032525,29.6108004004683,12.0963502159478,169.418430247975
"4.1.1.22",38.9912248872372,-4.40445863927748,1.43936641465255,-3.05999820090332,0.00221338321066072,0.0235765331987956,192.742381867203,10.1695106409262,87.3286720038941,7.15854301650801,12.2738943210909,1.34594547274856,0,0.910851775526747
"4.1.2.48",275.755633190712,2.17344568777123,0.709751822707418,3.06226150921376,0.00219671446722329,0.0235765331987956,59.1752926785272,230.085178250955,59.983330265301,50.1098011155561,201.837373280161,526.264679844686,824.461764718548,254.127645371962
"5.4.1.-",26.830431295085,-3.2981474747445,1.07869269246126,-3.05754131625672,0.00223160875150739,0.0235765331987956,21.979394423453,17.1610492065629,64.3938692553966,91.2714234604771,8.18259621406059,0,2.5466000454627,9.10851775526747
"6.3.4.13",1295.94080619941,0.80628410084897,0.264114233171987,3.05278549802324,0.00226727942277234,0.0237336313888371,1036.41298319821,760.170920409233,960.615392042835,1015.61829046707,1647.42937109753,1769.91829666435,1629.82402909613,1547.53716661994
"3.4.24.70",277.538423478548,-1.25407575272404,0.411787371178614,-3.04544490797432,0.00232336339219414,0.0240996148226683,439.587888469059,369.91594956369,395.184293512571,359.716786579527,117.283879068202,244.962076040237,185.265153307411,108.391361287683
"3.1.3.7",1007.80194677588,-2.46568538801346,0.81281866170161,-3.03349997261583,0.00241734733201952,0.0248485883408493,2975.67186040594,387.712593185311,3036.21504078185,426.82812735929,130.921539424969,648.745717864805,255.933304569001,200.387390615884
"1.3.1.31",34.2443849528,-3.47711406460153,1.14952787335489,-3.02481927163159,0.00248781738732181,0.0253446396333409,45.6495114948639,63.5594415057887,13.231616970287,128.853774297144,9.54636224973735,0,1.27330002273135,11.8410730818477
"1.12.99.-",93.2094085245977,-2.09826870115762,0.697791681275001,-3.00701306344563,0.00263828425029778,0.0264271828575559,138.639257132549,326.059934924696,83.8002408118175,56.3735262550006,24.5477886421818,24.227018509474,40.1089507160375,51.9185512050246
"4.3.3.7",1343.18197818872,-1.38850335840151,0.461792475588359,-3.00676912639699,0.00264040214352443,0.0264271828575559,2280.78485209524,2248.09744605975,1371.67762591975,1876.43308820216,766.436512050342,366.097168587608,1214.72822168571,621.200910909241
"4.2.1.9",4532.08739981242,1.22752501261339,0.410427713084518,2.99084338966315,0.00278208134645778,0.0276030853592028,2754.18719352345,1762.50331295552,2750.41211422365,3582.85077976226,5547.80023313308,9881.93166091991,5148.58864191421,4828.42526206729
"2.1.1.13",1146.10848376137,1.23543582031476,0.41685031210215,2.9637397033111,0.00303925251550029,0.0298522425406874,407.464158157859,680.086024111939,980.903871397275,663.060046904054,1539.69185427907,2290.79919461804,1222.36802182209,1384.49469880066
"5.3.1.28",6.4638206369398,-6.10606153436571,2.06178946455328,-2.96153493814106,0.00306109761372518,0.0298522425406874,23.6701170714109,10.1695106409262,1.76421559603826,16.106721787143,0,0,0,0
"1.1.1.23",688.402541947945,1.59563046650823,0.540653929011076,2.95129727333497,0.00316442197524049,0.0300883789479116,191.051659219245,191.313918932424,500.155121476848,485.886107245481,879.629093011513,1600.32916709803,1095.03801954896,563.817249051056
"2.7.2.2",2214.96083907371,2.58857121517863,0.876886196673487,2.95200360662365,0.00315719243203213,0.0300883789479116,1415.13485634078,331.780284660217,551.317373761957,229.073376528256,6387.88011110997,277.264767386203,6357.58701349762,2169.64892930471
